"Freq [GHz]","dB(St(FloquetPort2:1,FloquetPort1:1)) []","dB(St(FloquetPort2:2,FloquetPort1:2)) []"
3.79421579532814,-8.14368630247996,-4.04399900823368
3.81201334816463,-7.95848587304599,-3.96429049216253
3.82981090100111,-7.65765815260353,-3.85636237084552
3.8476084538376,-7.26965213123291,-3.7245992799671
3.86540600667408,-6.82578283570096,-3.57423204196873
3.88320355951057,-6.35441735001151,-3.41079602781212
3.90100111234705,-5.87804692598326,-3.23965061273382
3.91879866518354,-5.41275607604564,-3.06562161270251
3.93659621802002,-4.96901535386521,-2.89278640539949
3.95439377085651,-4.55292764836901,-2.72438873602016
3.97219132369299,-4.16744744695532,-2.56285255948962
3.98998887652948,-3.81338490461651,-2.40985995258501
4.00778642936596,-3.49016269497093,-2.26646225115331
4.02558398220245,-3.19635719248138,-2.13320131294402
4.04338153503893,-2.93007182425449,-2.01022587337684
4.06117908787542,-2.68918732284062,-1.89739467351662
4.0789766407119,-2.47152473296333,-1.79436288564796
4.09677419354839,-2.2749479385823,-1.7006514702752
4.11457174638487,-2.09742496212849,-1.61570085059115
4.13236929922136,-1.93706159388963,-1.5389111009409
4.15016685205784,-1.79211677541923,-1.46967106397486
4.16796440489433,-1.66100622511817,-1.40737869457759
4.18576195773081,-1.54229873437924,-1.35145464994077
4.2035595105673,-1.43470812773457,-1.30135081086497
4.22135706340378,-1.33708288579371,-1.25655508956889
4.23915461624027,-1.24839474352889,-1.21659358372825
4.25695216907675,-1.16772710559404,-1.18103088656646
4.27474972191324,-1.09426379954054,-1.14946915967833
4.29254727474972,-1.02727847126714,-1.12154641481428
4.31034482758621,-0.966124782796267,-1.09693432690307
4.32814238042269,-0.910227478096909,-1.07533580656296
4.34593993325918,-0.859074322521229,-1.0564824901264
4.36373748609566,-0.81220888456047,-1.04013225349926
4.38153503893215,-0.769224107448428,-1.02606681863023
4.39933259176863,-0.729756607380378,-1.0140894944918
4.41713014460512,-0.693481631129445,-1.00402307554438
4.4349276974416,-0.660108606142064,-0.995707907571541
4.45272525027809,-0.629377219084856,-0.989000121951267
4.47052280311457,-0.60105396316231,-0.983770033671336
4.48832035595106,-0.574929099575969,-0.979900694825497
4.50611790878754,-0.550813983767227,-0.977286593288358
4.52391546162403,-0.528538712274318,-0.975832485288906
4.54171301446051,-0.507950050956325,-0.97545235033961
4.559510567297,-0.488909609899557,-0.976068457186619
4.57730812013348,-0.471292234473531,-0.977610529949904
4.59510567296997,-0.454984585741243,-0.980015004299677
4.61290322580645,-0.439883886757703,-0.983224364280802
4.63070077864294,-0.425896814239874,-0.987186551194361
4.64849833147942,-0.412938517686838,-0.991854436735962
4.66629588431591,-0.40093175030733,-0.997185353350454
4.68409343715239,-0.3898060981042,-1.00314067547806
4.70189098998888,-0.379497295204171,-1.00968544602928
4.71968854282536,-0.369946615036947,-1.01678804303311
